developer_id,name,slug,games_count,image_background
4886,Demiurge Studios,demiurge-studios,4,https://media.rawg.io/media/screenshots/96c/96c6a5e27e1c7c6a805a71e8e98c5805_9rIXtAo.jpg
9240,Pyro Studios,pyro-studios,13,https://media.rawg.io/media/screenshots/aaf/aafdb4e3e119d40422c6233c682c1a8c.jpg
5877,1C Company,1c-company,13,https://media.rawg.io/media/screenshots/45c/45cece5d7a2f80b2b73c7ffff19a8d1a.jpg
14057,Ghost Games,ghost-games,5,https://media.rawg.io/media/games/a57/a57e3c73ca46cbf55b526c828e3545c0.jpg
5790,Fabio Ferrara,fabio-ferrara,14,https://media.rawg.io/media/screenshots/322/32228d15c82a02a899654331ec4770d9.jpg
21552,Total Mayhem Games,total-mayhem-games,5,https://media.rawg.io/media/games/812/8129a4f97f5a061e370901b6dc257bd8.jpg
13157,Bullfrog Productions,bullfrog-productions,30,https://media.rawg.io/media/screenshots/853/853333efdbf44a97cfe9bd43144be7a5.jpg
14613,DMA Design,dma-design,22,https://media.rawg.io/media/screenshots/196/1969f15d4cef5bac78c5186ddd7e5dd6.jpg
15265,Electronic Arts Tiburon,electronic-arts-tiburon-2,79,https://media.rawg.io/media/games/d5f/d5f8f7d4c462c76cd41108e1ca2e6f5a.jpg
28098,Ratalaika Games,ratalaika-games,46,https://media.rawg.io/media/screenshots/046/046cd7ad2a00d8974192e3ecfcef57d0.jpg
10022,Stainless Games,stainless-games,30,https://media.rawg.io/media/screenshots/46a/46af96db7e22254d32729a54253cc410.jpg
7033,Microblast Games,microblast-games,16,https://media.rawg.io/media/screenshots/d1e/d1ecaddba32299035bc9f53b75c80473.jpg
3467,Microsoft Game Studios,microsoft-game-studios,21,https://media.rawg.io/media/games/29a/29a7b558c9ddaa907f2f3f326bd2c605.jpg
5497,Black Forest Games,black-forest-games,16,https://media.rawg.io/media/screenshots/92d/92dcc1357ece2d4dac676af0dec528cd.jpg
9975,Redlynx,redlynx,22,https://media.rawg.io/media/screenshots/9f6/9f6d4bcec6f90c222f8c2389aa3cd4b9.jpg
4035,Ion Storm,ion-storm,7,https://media.rawg.io/media/screenshots/756/7561352801d372b85c7e85320c3af43b_WLtB7U1.jpg
13173,ASCARON Entertainment,ascaron-entertainment,19,https://media.rawg.io/media/screenshots/992/9927ff7110d64627f2887a517cf85d1a.jpg
7731,Ghost Town Games,ghost-town-games-ltd,5,https://media.rawg.io/media/games/e45/e45179e6c817b12dc88e9bf124ec8216.jpg
5069,FlippFly,flippfly,7,https://media.rawg.io/media/screenshots/6b9/6b9046c7c6fdb28a8381d7bef22985e9_GqM9GaF.jpg
4028,Weappy Studio,weappy-studio,4,https://media.rawg.io/media/games/359/359ed2ec421d8efa3b45f37ccc25a297.jpg
181847,Slipgate Ironworks™,slipgate-ironworkstm,11,https://media.rawg.io/media/games/771/77147800b4b3c72c0abfdc8610559e40.jpg
10312,Double Helix Games,double-helix-games,11,https://media.rawg.io/media/screenshots/12e/12ee2600684863837596c0dbb1923fca.jpg
17382,Ubisoft Casablanca,ubisoft-casablanca,6,https://media.rawg.io/media/screenshots/9b9/9b91a3adc7091b007085bb9bd1efd230.jpg
18965,Tose,tose,104,https://media.rawg.io/media/screenshots/b99/b99368acaff24dbda444f4ed613fedd1.jpg
19385,10tons,10tons,36,https://media.rawg.io/media/screenshots/292/2928eb7aba4c94da869f714a60428786.jpg
13275,Arc System Works Co.,arc-system-works-co,44,https://media.rawg.io/media/screenshots/c70/c70e3eb7b8d06830038dd6e3d44c6a2c.jpg
7055,Osmotic Studios,osmotic-studios,4,https://media.rawg.io/media/screenshots/787/7876c0fb3e74282639e33fabf233a15c.jpg
214,Finji,finji,16,https://media.rawg.io/media/screenshots/1b4/1b4f0adeea43f6ae2266c8fcbe3bd13c.jpg
10300,PlayWay,playway,44,https://media.rawg.io/media/screenshots/5f5/5f5b42a5a1e824c7dc4a531640ecba83.jpg
1366,Thekla,thekla-inc,2,https://media.rawg.io/media/games/00b/00b164224ebaf381104d0b215a37afb3.jpg
4133,Bluehole,bluehole-inc,5,https://media.rawg.io/media/screenshots/311/31139d9f1d28c4334c3d9e72e6c0d275.jpg
9517,Gaijin Games,gaijin-games,10,https://media.rawg.io/media/screenshots/695/69511e8a8ec8edf9b85c3e68190844a4.jpg
8099,The Game Kitchen,the-game-kitchen,13,https://media.rawg.io/media/screenshots/5d6/5d61fd22e8f14715fbc2bd2ebee3ca7f.jpg
4508,Giant Sparrow,giant-sparrow,2,https://media.rawg.io/media/games/34e/34e100b1f648de99f32d477065f04653.jpg
4018,Stunlock Studios,stunlock-studios,6,https://media.rawg.io/media/screenshots/c6e/c6e56df048001c742220a9d5107e456e.jpg
462583,GEORGIOS SYKIOTIS,georgios-sykiotis,2,https://media.rawg.io/media/screenshots/2c3/2c39514593189fc091470ea701040b58.jpg
13935,Harmonix Music Systems,harmonix-music-systems,40,https://media.rawg.io/media/games/5d7/5d77fff81db59ec441584e655318937d.jpg
26548,Infinity,infinity,27,https://media.rawg.io/media/screenshots/2f4/2f4cb5bb58026403fa77b3659fdf3184.jpg
10287,The Astronauts,the-astronauts,3,https://media.rawg.io/media/screenshots/456/456490b36f6c929aa92b344282b34df2.jpg
7645,Daniel Mullins Games,daniel-mullins-games,7,https://media.rawg.io/media/games/73e/73efc5c0ac6f354271dae610276f617c.jpg
2344,Sigma Team,sigma-team,27,https://media.rawg.io/media/screenshots/607/60737120938021f3217b4c5508dfa949.jpg
13955,Radical,radical,2,https://media.rawg.io/media/games/b74/b74b15a48ac7bc37fbb42ee4afcc0b91.jpg
13166,New World Computing,new-world-computing,48,https://media.rawg.io/media/screenshots/334/3349bf971d89d198854023bffd99a91e.jpg
19497,BioWare Edmonton,bioware-edmonton,3,https://media.rawg.io/media/games/554/554855083014e6af5f89eeb5889d75ed.jpg
10004,Ubisoft Sofia,ubisoft-sofia,6,https://media.rawg.io/media/games/8d7/8d736cac398f1d2dc3023ca9ddb3a05e.jpg
195,Night School Studio,night-school-studio,5,https://media.rawg.io/media/games/55e/55e23d1452e7f7f0295c4fe2a4d298b5.jpg
9705,Terminal Reality,terminal-reality,32,https://media.rawg.io/media/screenshots/4e2/4e2d0a92eea3ff1f3e9662346ca749f0.jpg
6970,No Brakes Games,no-brakes-games,5,https://media.rawg.io/media/games/74d/74dafeb9a442b87b9dd4a1d4a2faa37b.jpg
609,SOEDESCO Publishing,soedesco-publishing,16,https://media.rawg.io/media/screenshots/786/7861884669dde03578c273dcc11e2338.jpg
13340,Hinterland Studio,hinterland-studio-inc-2,2,https://media.rawg.io/media/screenshots/dff/dff43018ce522a7a220104b2a6d27449.jpg
14256,Turn 10 Studios,turn-10-studios,8,https://media.rawg.io/media/games/e2e/e2eaa67a7648997e9775e54948e5ac99.jpg
5239,Zenimax Online Studios,zenimax-online-studios,11,https://media.rawg.io/media/screenshots/3f2/3f23e5ebc059442ca127bf1468ec002a.jpg
11308,Rage Software,rage-software,33,https://media.rawg.io/media/screenshots/16f/16f899833b297b1345eca98958c13ea5.jpg
9964,FuturLab,futurlab,15,https://media.rawg.io/media/games/59d/59d539fc7d8086ed9ea4f077c0196367.jpg
11343,Tate Multimedia,tate-multimedia,14,https://media.rawg.io/media/screenshots/65e/65e47a4b0636c407cdd201684aee0524.jpg
4315,Freejam,freejam,6,https://media.rawg.io/media/screenshots/923/9238cbc90da64a6b5416d44d1c4ecfd2.jpg
6423,Giant Squid,giant-squid,3,https://media.rawg.io/media/games/1f2/1f283264816de6f464d7de144530e9b8.jpg
148819,Devolver,devolver,12,https://media.rawg.io/media/screenshots/ef1/ef15835878f91ad59cbb069697da1e2c.jpg
13309,Roll 7,roll-7,4,https://media.rawg.io/media/screenshots/5bc/5bceda42f03454a8b9c0d294390eb6d9.jpg
4117,Airtight Games,airtight-games,4,https://media.rawg.io/media/screenshots/020/0201753dc1c4ab83779c68888e7abff9.jpg
707,Ronimo Games,ronimo-games,14,https://media.rawg.io/media/screenshots/4df/4df0b0812fd89af2285e683fb78f1323.jpg
8887,Ubisoft San Francisco,ubisoft-san-francisco-2,9,https://media.rawg.io/media/screenshots/51f/51f540ed54602b2edc5a65df3c0cf1c4_0OrSk06.jpg
8181,Devil's Details,devils-details,3,https://media.rawg.io/media/games/bcd/bcd9896b7c3b9fa80e5dcb67c961e2be.jpg
4450,Krome Studios,krome-studios,34,https://media.rawg.io/media/screenshots/ee5/ee5478b7045545c20586b209535a6226.jpg
4316,Egosoft,egosoft,19,https://media.rawg.io/media/screenshots/7fd/7fd4b29fa06a34e2ebda37283265faeb.jpg
22759,Team Salvato,team-salvato,2,https://media.rawg.io/media/games/972/972aea3c9eb253e893947bec2d2cfbb9.jpg
13308,Matt Makes Games,matt-makes-games,9,https://media.rawg.io/media/screenshots/b2e/b2e7ab67bc17a92bf8b2965f9cbe029e.jpg
10151,Climax Studios,climax-studios,34,https://media.rawg.io/media/games/5f3/5f3e3b02d402653dd1d54e3871e92c08.jpg
1643,Sony Interactive Entertainment America,sony-interactive-entertainment-america,19,https://media.rawg.io/media/screenshots/fb1/fb1dcb25917c31e533c133864cea9fef.jpg
1795,Cyan Worlds,cyan-worlds,35,https://media.rawg.io/media/screenshots/56a/56a9bba2b9d25f52e112fd839dd308fd.jpg
185681,Thunder Lotus,thunder-lotus,4,https://media.rawg.io/media/screenshots/456/4563784be1ec4125dd0dca0eeed613dc.jpg
5673,Digital Reality,digital-reality,25,https://media.rawg.io/media/screenshots/8bd/8bd58ac9e7b157cda6aaf8fb12d7734f.jpg
10749,Troika Games,troika-games,5,https://media.rawg.io/media/screenshots/f1a/f1a6eabd8f350e42ce5a3361bf360dc9.jpg
171772,KOEI TECMO GAMES CO,koei-tecmo-games-co-ltd,62,https://media.rawg.io/media/games/1e1/1e1b965459d5cf69cf51e5d6fe7da959.jpg
14556,Smilebit,smilebit,12,https://media.rawg.io/media/games/ad0/ad0ff2d3ec94f9e19bd2113901203e51.jpg
14246,Kadokawa Games,kadokawa-games,16,https://media.rawg.io/media/screenshots/d10/d1054cd7ac3f6556759497e4b9f0575c.jpg
264590,Extremely OK Games,extremely-ok-games,3,https://media.rawg.io/media/games/594/59487800889ebac294c7c2c070d02356.jpg
11264,Spicy Horse,spicy-horse,12,https://media.rawg.io/media/screenshots/fb0/fb034cc058bafc433e93fc4fef7ed5ee.jpg
88,Vlambeer,vlambeer,11,https://media.rawg.io/media/screenshots/1b0/1b0f8ba2dcca57189c7d3c7235a001b9.jpg
5953,Jesse Makkonen,jesse-makkonen,9,https://media.rawg.io/media/screenshots/b4c/b4c8dd2f639bf2e8b84b2f1c365406e0.jpg
3603,Ironclad Games,ironclad-games,8,https://media.rawg.io/media/screenshots/4cc/4ccbf99ffa5837ee1d7828b706bee109.jpg
5649,The Molasses Flood,the-molasses-flood,2,https://media.rawg.io/media/games/87a/87a29bcc56b6b6082ead1dd5e2510aaa.jpg
243132,Dukope1,dukope1,1,https://media.rawg.io/media/games/6d3/6d33014a4ed48a19c30a77ead5a0f62e.jpg
1139,Reverb Publishing,reverb-publishing,6,https://media.rawg.io/media/screenshots/652/652ca28151780115b3b46fe45322d990.jpg
33479,Good Shepherd Entertainment,good-shepherd-entertainment,12,https://media.rawg.io/media/screenshots/0c4/0c4c7cd5aa0f04549a14038c763de97f.jpg
6435,Thunder Lotus Games,thunder-lotus-games,4,https://media.rawg.io/media/games/032/0329db96e252aa41e672da2ba16f914c.jpg
935,SMG Studio,smg-studio,25,https://media.rawg.io/media/screenshots/5eb/5ebe7ec6b98adf8a884e0ef080170f6a.jpg
4392,Decaying Logic,decaying-logic,13,https://media.rawg.io/media/screenshots/826/826f5812ad8237a4195e5a227a7d4dc3.jpg
12126,Gremlin Interactive,gremlin-interactive,62,https://media.rawg.io/media/screenshots/8f7/8f7c2c06c592b6a3128d22c0e452fe88.jpg
18720,SCE Santa Monica Studio,sce-santa-monica-studio,6,https://media.rawg.io/media/games/c13/c13815d4923dc9778ff959985ad4dd43.jpg
4596,Alientrap,alientrap,10,https://media.rawg.io/media/screenshots/e49/e497cca0e21625b8e36614399f0b970e.jpg
4098,KADOKAWA,kadokawa,27,https://media.rawg.io/media/screenshots/c4f/c4f09eac41d6570816bd742ceaf903b8.jpg
28675,Nomada Studio,nomada-studio,2,https://media.rawg.io/media/games/51c/51c430f1795c79b78f863a9f22dc422d.jpg
471852,FINE Co.,fine-co,1,https://media.rawg.io/media/games/d89/d89bd0cf4fcdc10820892980cbba0f49.jpg
9998,Tomorrow,tomorrow-corporation,5,https://media.rawg.io/media/games/d79/d794c9198ec994cc12ede5ebd4672623.jpg
381916,HEXWORKS,hexworks,2,https://media.rawg.io/media/games/d09/d096ad37b7f522e11c02848252213a9a.jpg
816,Ninja Kiwi,ninja-kiwi,39,https://media.rawg.io/media/screenshots/25c/25c7cf6cbd0dcd944cc836c5bfb915ec_4fR3D3s.jpg
17916,Spellbound Entertainment,spellbound-entertainment,22,https://media.rawg.io/media/screenshots/335/3358650b5d8a2d5c9d3550644b294258.jpg
12973,Assemble Entertainment,assemble-entertainment,15,https://media.rawg.io/media/screenshots/213/213df4258f8d1befa4a49c21491546d6.jpg
3807,Virtual Basement,virtual-basement-llc,6,https://media.rawg.io/media/screenshots/cb0/cb0361d8518781bb691d913fa2b31d5f.jpg
305354,poncle,poncle,4,https://media.rawg.io/media/screenshots/3b7/3b7868cb68d28dddb8cebadafe408c53.jpg
13839,Electronic Arts Vancouver,electronic-arts-vancouver,7,https://media.rawg.io/media/games/3c6/3c6675b071608d3b00009308e191b79c.jpg
988,Fireproof Games,fireproof-games,8,https://media.rawg.io/media/screenshots/ce8/ce8e62ef80774d8ac6396372a121bece.jpg
469476,CurnurX,curnurx,1,https://media.rawg.io/media/games/569/569ea25d2b56bd05c7fa309ddabe81ff.jpg
30073,MAGES,mages-2,76,https://media.rawg.io/media/screenshots/08a/08ac23cf956f2002610e4aae44403b5c.jpg
110613,PUBG,pubg-corporation,4,https://media.rawg.io/media/screenshots/811/811f5b6dbaadfa448a331809ba05cada.jpg
27114,Hyperion Entertainment,hyperion-entertainment,6,https://media.rawg.io/media/screenshots/320/320beb1dc72fd3aa9a80d6032a903c39.jpg
37231,Fellow Traveller,fellow-traveller,6,https://media.rawg.io/media/screenshots/931/931b6477ca1142976a77056e9fa87e10.jpg
651,The Game Bakers,the-game-bakers,7,https://media.rawg.io/media/games/556/556157feed9ee1f55f2b12b2973e30a3.jpg
5495,Creobit,creobit,145,https://media.rawg.io/media/screenshots/507/5074b4e377627edb89f889d18f3fa0d8.jpg
11887,Torus Games,torus-games,53,https://media.rawg.io/media/screenshots/d32/d323ed1431840527e2fa765eb962429d.jpg
13833,Backbone Entertainment,backbone-entertainment,52,https://media.rawg.io/media/screenshots/35b/35b0f9c04601a1b0b6678ec78e16d9e7.jpg
4048,Coatsink,coatsink,10,https://media.rawg.io/media/games/38f/38fb7bb56f3fbb78444a7e7cf9aaeb8d.jpg
53665,Octopus Games,octopus-games,5,https://media.rawg.io/media/screenshots/d1e/d1e125a0ce4f1a973bf681c3f5433143.jpg
153822,Mega Crit,mega-crit,2,https://media.rawg.io/media/games/f52/f5206d55f918edf8ee07803101106fa6.jpg
4705,Pendulo Studios,pendulo-studios,12,https://media.rawg.io/media/screenshots/545/545635980647584c3afb794579bbce2b.jpg
6971,NukGames,nukgames,20,https://media.rawg.io/media/screenshots/be5/be547a7121f6d559aee43a056774d7fb.jpg
3470,Nexon,nexon,24,https://media.rawg.io/media/screenshots/72f/72fe65e478529dd3e57e5b5c50125958.jpg
3572,Slightly Mad Studios,slightly-mad-studios,19,https://media.rawg.io/media/games/84f/84f3b9c804cbc2b39b4023531427e7e9.jpg
6262,Ludosity,ludosity,22,https://media.rawg.io/media/screenshots/0f6/0f6a5f9ba32aca78e652c022cc0d233b.jpg
8228,Blit Software,blit-software,2,https://media.rawg.io/media/games/fd7/fd794a9f0ffe816038d981b3acc3eec9.jpg
14144,Kuju Entertainment,kuju-entertainment,26,https://media.rawg.io/media/screenshots/094/0947d283bfcacd02d0742addb2ac7836.jpg
6317,David Szymanski,david-szymanski,23,https://media.rawg.io/media/screenshots/8f5/8f52558f711a2e27d441a7cab10fc3e1.jpg
27803,Japan Studio,japan-studio,12,https://media.rawg.io/media/games/724/724998069f995ee7cc42cb3655a8782c.jpg
3573,Endnight Games,endnight-games-ltd,2,https://media.rawg.io/media/games/1be/1be575aa6de86de328433a63fb534d9a.jpg
1586,Hardsuit Labs,hardsuit-labs,4,https://media.rawg.io/media/screenshots/b44/b44e00fd4718f0a22981c370d7855b35.jpg
1056,The Quantum Astrophysicists Guild,the-quantum-astrophysicists-guild,4,https://media.rawg.io/media/screenshots/98a/98a2a281f8744ec2c93175b19184a0d4.jpg
4300,Eugen Systems,eugen-systems,16,https://media.rawg.io/media/screenshots/894/8940ae35b11c5e580685bafc665303ae.jpg
3821,Lab Zero Games,lab-zero-games,8,https://media.rawg.io/media/games/6a8/6a806af1aa50b35b7f2ad08e7e7e180e.jpg
12927,Shiny Shoe,shiny-shoe,4,https://media.rawg.io/media/screenshots/e67/e678fbaa49d29b3218c77484cf533794.jpg
4799,ClockStone,clockstone-2,9,https://media.rawg.io/media/screenshots/40a/40a606a9b912ac62f50667804990ec9a.jpg
4550,Goblinz Studio,goblinz-studio,15,https://media.rawg.io/media/screenshots/958/9581b7848c7555a31994b579c8eed516.jpg
11197,Neversoft,neversoft,14,https://media.rawg.io/media/games/b73/b73205dce2310f1ecdfe760877540b8b.jpg
8448,Dynamic Pixels,dynamic-pixels,14,https://media.rawg.io/media/games/d1e/d1e9fa31912b1b168adeef6ddb3875d0.jpg
3659,Ready At Dawn,ready-at-dawn,10,https://media.rawg.io/media/screenshots/b48/b485de7d01bd914dbeb6c527b6deede8.jpg
15498,SquareSoft,squaresoft,14,https://media.rawg.io/media/games/574/5741c663aff6db3f073afbd462beb909.jpg
14652,Hudson Soft,hudson-soft,120,https://media.rawg.io/media/screenshots/e87/e87bd8b2b7cff248c4d1af8264d25d09.jpg
4997,THE BROTHERHOOD,the-brotherhood,7,https://media.rawg.io/media/screenshots/8a2/8a27d8a797aeb3bda29550b884b39d40_XAbOely.jpg
455902,Overlord,overlord,1,https://media.rawg.io/media/games/d1c/d1cd8a226cb224357c1f59605577cbf2.jpg
28876,Owlcat Games,owlcat-games,17,https://media.rawg.io/media/games/a20/a203f3f5d667e04ce4a2c482c7be3a47.jpg
14178,Piranha Games,piranha-games,12,https://media.rawg.io/media/screenshots/644/644be6490e68f10174922435f071246f.jpg
1111,Sam Barlow,sam-barlow,5,https://media.rawg.io/media/screenshots/489/489b26e8f89b8305dc6029a3f88ac068.jpg
8374,Serenity Forge,serenity-forge,20,https://media.rawg.io/media/screenshots/6d8/6d8a7cffa18020901f61409e09bdc94b.jpg
1237,Spearhead Games,spearhead-games,6,https://media.rawg.io/media/screenshots/e48/e48cab114776c3718c3c82a9053d8e98.jpg
7805,5 Lives Studios,5-lives-studios,3,https://media.rawg.io/media/games/8df/8df64136042eb6e2ed4fa910a6ad96ac.jpg
7970,IMGN.PRO,imgnpro,5,https://media.rawg.io/media/screenshots/112/112d51f3112243bf00b052460d00e808.jpg
14595,Team Silent,team-silent,4,https://media.rawg.io/media/games/003/0033ae7d21418ff5a7807ab2c7d90247.jpg
14277,Polyphony Digital,polyphony-digital,11,https://media.rawg.io/media/games/dc1/dc19247b653958c45f0625a097d7623a.jpg
5397,RuneStorm,runestorm,4,https://media.rawg.io/media/screenshots/3c6/3c6d71166b38e29f78b01b97828e2682.jpg
10804,Kaos Studios,kaos-studios,2,https://media.rawg.io/media/games/500/500a374f7438dbdda12a0739d7926f1a.jpg
12104,Toxic Games,toxic-games,6,https://media.rawg.io/media/screenshots/58f/58fcad5867ff4337b1453c6b4a8ded3f.jpg
3839,Compulsion Games,compulsion-games,6,https://media.rawg.io/media/games/7aa/7aafd5f8dfa46212026fef60c00f9ebf.jpg
614,2D BOY,2d-boy,3,https://media.rawg.io/media/screenshots/5ef/5ef22a0314b78a67fc3e3d50a85b0d3f.jpeg
4369,Jutsu Games,jutsu-games,7,https://media.rawg.io/media/screenshots/9d4/9d4c0f0c436ecfff49e2a5837914fbb1.jpg
5199,Sloclap,sloclap,4,https://media.rawg.io/media/screenshots/012/012a6b0319babe036d5fdc40fcaa2721.jpg
11142,The Sims Studio,the-sims-studio,47,https://media.rawg.io/media/screenshots/b4c/b4ce46311f97937d82f588b61a51ec86.jpg
20511,Just Add Water,just-add-water,9,https://media.rawg.io/media/screenshots/cd8/cd8da23d3df12f5beaf7df2da2a9cf93.jpg
11317,dtp Entertainment,dtp-entertainment,7,https://media.rawg.io/media/screenshots/ee0/ee0f760de8086ebc0c2824c5a80e8011.jpg
684,Brace Yourself Games,brace-yourself-games,7,https://media.rawg.io/media/screenshots/dd6/dd644d50f1cef2790c13556ad40b42fb.jpeg
4399,Awesome Games Studio,awesome-games-studio,12,https://media.rawg.io/media/screenshots/11f/11f1e023848794c22b788391b59041ac.jpg
34732,Noel,noel,9,https://media.rawg.io/media/screenshots/f76/f76688b5c79d6d84f3537a06e41daad1.jpg
3957,Airship Syndicate,airship-syndicate,6,https://media.rawg.io/media/screenshots/19f/19f695fe53a195097da7b94c27dc3505.jpg
13148,Strategic Simulations,strategic-simulations,85,https://media.rawg.io/media/screenshots/4ce/4ce8db24d00f54368491e29b090dfba6.jpg
142,Ndemic Creations,ndemic-creations,6,https://media.rawg.io/media/games/e31/e315213a5cb21645df8db3e5191e530c.jpg
18507,Nippon Ichi Software,nippon-ichi-software,80,https://media.rawg.io/media/games/486/486d8fbe06185ff102dfca853a2191af.jpg
111853,SUPERHOT,superhot,2,https://media.rawg.io/media/screenshots/ad4/ad445a12ee46543d4d117f3893041ebf.jpg
622,Uber Entertainment,uber-entertainment,6,https://media.rawg.io/media/screenshots/20e/20ec6440ede691638c42684fd6551156.jpg
5791,Code Mystics,code-mystics,41,https://media.rawg.io/media/screenshots/82a/82abedcd7d8f2effc0e6bdbb1723e65c.jpg
4185,07th Expansion,07th-expansion,23,https://media.rawg.io/media/screenshots/70c/70c72fd8a081b54b49935d41fe0853a3.jpg
5507,Ironward,ironward,5,https://media.rawg.io/media/screenshots/f7a/f7a430ca85ac908d75733e8b058ae063.jpg
3634,Behaviour Digital,behaviour-digital-inc,4,https://media.rawg.io/media/games/af8/af8eb3684d5990e3414aeb2949a5352c.jpg
4204,exosyphen studios,exosyphen-studios,16,https://media.rawg.io/media/screenshots/b32/b32221004521fa97738f23a4f522a516.jpg
6503,NEKO WORKs,neko-works,9,https://media.rawg.io/media/screenshots/121/121a09be673cb83fae2ec5e667728016.jpg
3830,Days of Wonder,days-of-wonder,5,https://media.rawg.io/media/screenshots/6d1/6d1e001ea6e2a48079a98dd1d8f922c4.jpg
14312,Ivory Tower,ivory-tower,5,https://media.rawg.io/media/screenshots/b79/b797325a14fc62444ca6032d59aa1c75.jpg
3725,Smartly Dressed Games,smartly-dressed-games,1,https://media.rawg.io/media/games/93e/93ee6101e1c943732f06080dddb0fe4c.jpg
9708,SHIFT,shift,9,https://media.rawg.io/media/games/a22/a225af743d62e1ed70093157b6d3a89f.jpg
445875,THQ Nordic Barcelona,thq-nordic-barcelona,1,https://media.rawg.io/media/games/64e/64e4fc48c5d977188e8c47287f2a2cef.jpg
155,Merge Games,merge-games-limited,19,https://media.rawg.io/media/screenshots/d76/d767695625da019ed214a3a47fadf856.jpg
13730,Evgeniy Kolpakov t/a Sometimes You,evgeniy-kolpakov-ta-sometimes-you,26,https://media.rawg.io/media/screenshots/b97/b97215002827a7f407889d4cb0edf37c.jpg
26191,SIE Japan Studio,sie-japan-studio,6,https://media.rawg.io/media/screenshots/c77/c77f1b60c1ec468e37f37cab12a83ce8.jpg
121,Crescent Moon Games,crescent-moon-games,144,https://media.rawg.io/media/screenshots/56b/56b824e9fbe69b940bb8a0d3a5638725.jpeg
3909,Trendy Entertainment,trendy-entertainment,5,https://media.rawg.io/media/screenshots/4d4/4d457d1dc7aae0d854dc99ff919f43b4.jpg
6683,Stage Clear Studios,stage-clear-studios,11,https://media.rawg.io/media/screenshots/a62/a62fb9a34ba7d37b87679387beabc970.jpg
785,Owlchemy Labs,owlchemy-labs,8,https://media.rawg.io/media/screenshots/040/040edf3ba14f361d40d5cec5949c8da5.jpeg
11198,Edmund McMillen and Florian Himsl,edmund-mcmillen-and-florian-himsl,2,https://media.rawg.io/media/games/cef/cefedf18016cbab466861eb698daf988.jpg
45749,4EversGames,4eversgames,37,https://media.rawg.io/media/screenshots/57c/57cf755c441b520ad37a4c5620f3ba41.jpg
27900,miHoYo,mihoyo-limited,6,https://media.rawg.io/media/screenshots/a01/a01f3c47712430a00747a11dc18e4cf8.jpg
3972,Just1337 Studio,just1337-studio,19,https://media.rawg.io/media/screenshots/6e8/6e8037acf5b9eca0063371a0463f08e8.jpg
1497,Sierra Entertainment,sierra-entertainment,46,https://media.rawg.io/media/screenshots/e5c/e5c9f61c648beb97143c5d70396240fe.jpg
1524,Yacht Club Games,yacht-club-games,11,https://media.rawg.io/media/screenshots/32e/32e2fca8b56687dd33ae966093012671.jpg
26398,Westlake Interactive,westlake-interactive,5,https://media.rawg.io/media/games/cfc/cfc91eccc1de338b75a0576310ccbcec.jpg
8708,Reactor Zero,reactor-zero,3,https://media.rawg.io/media/games/94a/94a59c5136a9b90eef5f23fea7bf997c.jpg
475,Wizards of the Coast,wizards-of-the-coast,10,https://media.rawg.io/media/games/5e2/5e27abecb45f7659d230bea5b94c300f.jpg
9673,Behold Studios,behold-studios,8,https://media.rawg.io/media/screenshots/227/227bab1e57b16ea7386bf6f77072226c.jpg
10518,Meridian4,meridian4,15,https://media.rawg.io/media/screenshots/64a/64a7870e16c1e90e254592baa8edba5e.jpg
5033,Iron Lore Entertainment,iron-lore-entertainment,2,https://media.rawg.io/media/screenshots/767/7677ca607edc70520cd9573bd5320201.jpg
18445,SCE Studios Santa Monica,sce-studios-santa-monica,3,https://media.rawg.io/media/games/615/615e9fc0a325e0d87b84dad029b8b7b9.jpg
9600,Team Reptile,team-reptile,4,https://media.rawg.io/media/games/2ae/2ae1c72fcdf0d9fa2e950129c1ce7880.jpg
5003,Digitalmindsoft,digitalmindsoft,6,https://media.rawg.io/media/screenshots/31b/31bac382a13d14c5748b481326f4092b.jpg
25907,Forgotten Empires,forgotten-empires,4,https://media.rawg.io/media/screenshots/ee2/ee26304beaa6cda35c53604868164cca.jpg
3905,Playtonic Games,playtonic-games,5,https://media.rawg.io/media/screenshots/e55/e553562b6b08c482cb962502bc8b4385.jpg
6196,Astronomic Games,astronomic-games,20,https://media.rawg.io/media/screenshots/63b/63b321eb6e8e410cc98e096ed53b1110.jpg
3394,Milkstone Studios,milkstone-studios,27,https://media.rawg.io/media/screenshots/bb8/bb8dc95abb262b65c4f4956c86b92cb3.jpg
2546,Runesoft,runesoft,31,https://media.rawg.io/media/screenshots/a95/a958092e991caecab4e443c36de93764.jpg
8002,Undead Labs,undead-labs,10,https://media.rawg.io/media/games/848/848729603d56b11ef02ff2fcf2f242e5.jpg
7714,Dead Mage,dead-mage,7,https://media.rawg.io/media/screenshots/a24/a24ef7c50212a1260671530bd6be9d61.jpeg
4492,SC Jogos,sc-jogos,17,https://media.rawg.io/media/screenshots/262/2625a4fe4ac85850421f9feb0e46f076.jpg
4267,Orange_Juice,orange_juice,9,https://media.rawg.io/media/screenshots/567/567dc46d1904b81570fcdba90863c28e.jpg
10201,Capcom Vancouver,capcom-vancouver,6,https://media.rawg.io/media/screenshots/ac5/ac5a2b892565461add951e896fe222b5.jpg
1033,BlitWorks,blitworks-2,8,https://media.rawg.io/media/screenshots/beb/beb89ab26ad8a15cdc9d36bfde7a6ef2.jpg
